0-15,121Plus,16-30,31-45,46-60,61-90,91-120,Airport,AvgWait,Booths,Count,Date,Excluded,Flights,Lat,Lon,LongDate,MaxWait
3120,0,1177,593,261,253,49,FLL,16.3,10.55,5644,01/15/16,191,48,26.072500228881836,-80.15277862548828,1452816000000,37.85
3160,0,1373,342,266,334,144,FLL,17.25,9.05,5837,06/08/16,218,60,26.072500228881836,-80.15277862548828,1465344000000,40.3
3056,0,1464,953,592,115,0,FLL,18.473684210526315,10.68421052631579,6372,12/18/15,192,53,26.072500228881836,-80.15277862548828,1450396800000,39.68421052631579
3159,0,1717,1465,549,417,10,FLL,22.736842105263158,11.578947368421053,7595,12/20/15,278,64,26.072500228881836,-80.15277862548828,1450569600000,54.1578947368421
3582,0,1361,773,593,311,8,FLL,19.157894736842106,11.31578947368421,6822,12/26/15,194,67,26.072500228881836,-80.15277862548828,1451088000000,43.8421052631579
3970,0,1603,727,394,175,12,FLL,16.210526315789473,10.368421052631579,7135,12/30/15,254,56,26.072500228881836,-80.15277862548828,1451433600000,41.21052631578947
5625,0,1233,423,91,93,0,FLL,11.31578947368421,10.526315789473685,7671,01/02/16,206,87,26.072500228881836,-80.15277862548828,1451692800000,31.157894736842106
4310,0,1860,800,228,42,0,FLL,15.210526315789474,11.842105263157896,7459,01/10/16,219,58,26.072500228881836,-80.15277862548828,1452384000000,38.578947368421055
3383,0,1717,901,482,95,0,FLL,17.842105263157894,11.842105263157896,6807,01/11/16,229,52,26.072500228881836,-80.15277862548828,1452470400000,41.578947368421055
3553,0,1472,357,170,221,26,FLL,15.736842105263158,10.842105263157896,5990,01/12/16,191,51,26.072500228881836,-80.15277862548828,1452556800000,41.78947368421053
3875,0,1971,566,58,0,0,FLL,13.105263157894736,11.473684210526315,6676,01/17/16,206,55,26.072500228881836,-80.15277862548828,1452988800000,32.68421052631579
3334,0,1256,567,149,236,33,FLL,14.263157894736842,8.263157894736842,5764,02/15/16,189,56,26.072500228881836,-80.15277862548828,1455494400000,37.21052631578947
4561,0,1645,436,166,114,14,FLL,12.631578947368421,10.789473684210526,7219,03/20/16,283,71,26.072500228881836,-80.15277862548828,1458432000000,32.78947368421053
4093,0,1922,433,11,0,0,FLL,11.526315789473685,9.157894736842104,6682,03/27/16,223,71,26.072500228881836,-80.15277862548828,1459036800000,26.05263157894737
3317,0,1029,364,240,122,0,FLL,12.68421052631579,10.68421052631579,5252,06/09/16,180,50,26.072500228881836,-80.15277862548828,1465430400000,32.89473684210526
3181,0,1180,508,365,440,161,FLL,19.842105263157894,10.31578947368421,6051,06/15/16,216,49,26.072500228881836,-80.15277862548828,1465948800000,51.473684210526315
3395,171,1025,620,458,410,498,FLL,23.789473684210527,10.578947368421053,6878,06/17/16,297,62,26.072500228881836,-80.15277862548828,1466121600000,66
3262,0,1446,701,519,476,3,FLL,18.105263157894736,9.210526315789474,6694,07/16/16,287,60,26.072500228881836,-80.15277862548828,1468627200000,43.21052631578947
3795,0,1766,979,318,239,141,FLL,18,9.842105263157896,7548,08/01/16,310,67,26.072500228881836,-80.15277862548828,1470009600000,51.8421052631579
2493,0,1710,960,819,872,187,FLL,29.05263157894737,10.578947368421053,7649,08/10/16,608,57,26.072500228881836,-80.15277862548828,1470787200000,68.26315789473684
3692,0,1384,530,138,0,0,FLL,12.578947368421053,10.31578947368421,5986,10/23/16,242,57,26.072500228881836,-80.15277862548828,1477180800000,33.36842105263158
3390,0,1091,308,141,103,0,FLL,12.944444444444445,11.11111111111111,5184,11/23/15,151,45,26.072500228881836,-80.15277862548828,1448236800000,34
3002,0,1112,364,156,56,0,FLL,12.61111111111111,10.11111111111111,4827,12/04/15,137,46,26.072500228881836,-80.15277862548828,1449187200000,30.5
3719,0,740,250,141,13,0,FLL,10.277777777777779,10.277777777777779,5027,12/06/15,164,54,26.072500228881836,-80.15277862548828,1449360000000,26.055555555555557
3090,0,689,382,72,0,0,FLL,11.61111111111111,9.722222222222221,4360,12/09/15,127,42,26.072500228881836,-80.15277862548828,1449619200000,31.22222222222222
2720,0,992,394,99,10,0,FLL,12.38888888888889,10.722222222222221,4379,12/10/15,164,45,26.072500228881836,-80.15277862548828,1449705600000,31.61111111111111
2664,0,989,456,383,337,43,FLL,17.444444444444443,9.61111111111111,5023,12/11/15,151,51,26.072500228881836,-80.15277862548828,1449792000000,39.5
3607,0,995,379,188,358,0,FLL,16.666666666666668,11.777777777777779,5718,12/12/15,191,48,26.072500228881836,-80.15277862548828,1449878400000,37.5
3724,0,1342,642,227,55,0,FLL,16,11.38888888888889,6194,12/13/15,204,59,26.072500228881836,-80.15277862548828,1449964800000,44
2925,0,1025,506,392,424,42,FLL,20.666666666666668,11.88888888888889,5481,12/16/15,167,45,26.072500228881836,-80.15277862548828,1450224000000,49.666666666666664
2973,0,1340,829,590,568,5,FLL,23.944444444444443,12.166666666666666,6506,12/17/15,201,50,26.072500228881836,-80.15277862548828,1450310400000,54.111111111111114
3795,0,1559,872,447,286,0,FLL,18.5,11.333333333333334,7230,12/19/15,271,54,26.072500228881836,-80.15277862548828,1450483200000,42.611111111111114
2864,0,1650,1059,284,171,0,FLL,19.72222222222222,11.055555555555555,6230,12/22/15,202,47,26.072500228881836,-80.15277862548828,1450742400000,42.888888888888886
3530,0,1487,843,438,95,0,FLL,18.22222222222222,12.055555555555555,6586,12/23/15,193,54,26.072500228881836,-80.15277862548828,1450828800000,42.666666666666664
3498,0,1660,608,300,246,0,FLL,15.833333333333334,12.555555555555555,6524,12/24/15,212,53,26.072500228881836,-80.15277862548828,1450915200000,38.388888888888886
2858,0,1632,747,492,209,0,FLL,15.5,12.833333333333334,6145,12/25/15,207,50,26.072500228881836,-80.15277862548828,1451001600000,33.22222222222222
4445,0,1600,632,319,222,2,FLL,15.166666666666666,10.5,7518,12/27/15,298,67,26.072500228881836,-80.15277862548828,1451174400000,42.72222222222222
3650,0,1648,797,393,385,22,FLL,18.27777777777778,10.833333333333334,7102,12/28/15,207,56,26.072500228881836,-80.15277862548828,1451260800000,45.611111111111114
4077,0,1203,306,286,337,33,FLL,15.722222222222221,12.666666666666666,6446,12/29/15,204,53,26.072500228881836,-80.15277862548828,1451347200000,37.27777777777778
4143,0,1286,550,161,173,11,FLL,13.38888888888889,11.5,6504,12/31/15,180,53,26.072500228881836,-80.15277862548828,1451520000000,34.5
5429,0,2171,449,50,50,0,FLL,12.38888888888889,10.61111111111111,8422,01/03/16,273,83,26.072500228881836,-80.15277862548828,1451779200000,33.888888888888886
3603,0,1678,640,184,83,44,FLL,16.61111111111111,10.833333333333334,6418,01/07/16,186,51,26.072500228881836,-80.15277862548828,1452124800000,43.111111111111114
2776,0,1320,717,307,242,8,FLL,19.5,10.88888888888889,5564,01/14/16,194,46,26.072500228881836,-80.15277862548828,1452729600000,48.166666666666664
3769,0,1508,556,230,16,0,FLL,14.61111111111111,12.166666666666666,6300,01/18/16,221,55,26.072500228881836,-80.15277862548828,1453075200000,34.388888888888886
2838,0,1282,660,204,50,0,FLL,14.055555555555555,11,5200,01/21/16,166,49,26.072500228881836,-80.15277862548828,1453334400000,35.94444444444444
3257,0,1013,289,267,347,19,FLL,13.833333333333334,11.11111111111111,5367,01/22/16,175,46,26.072500228881836,-80.15277862548828,1453420800000,36.94444444444444
3160,0,1087,781,331,187,0,FLL,18.61111111111111,11.277777777777779,5748,01/30/16,202,49,26.072500228881836,-80.15277862548828,1454112000000,42.22222222222222
3900,0,1325,486,322,99,20,FLL,15.61111111111111,10.722222222222221,6363,01/31/16,211,60,26.072500228881836,-80.15277862548828,1454198400000,44.166666666666664
3216,0,1221,522,217,77,0,FLL,15.166666666666666,11.777777777777779,5454,02/01/16,201,48,26.072500228881836,-80.15277862548828,1454284800000,37.94444444444444
3192,0,1006,595,401,157,0,FLL,15.166666666666666,11.833333333333334,5524,02/06/16,173,50,26.072500228881836,-80.15277862548828,1454716800000,35.27777777777778
3891,0,1333,499,83,0,0,FLL,10.5,10.722222222222221,6003,02/07/16,197,53,26.072500228881836,-80.15277862548828,1454803200000,27.944444444444443
3758,0,1152,303,221,140,0,FLL,15.444444444444445,10.944444444444445,5764,02/08/16,190,54,26.072500228881836,-80.15277862548828,1454889600000,38.44444444444444
3947,0,717,189,20,0,0,FLL,10.166666666666666,11.777777777777779,5039,02/10/16,166,47,26.072500228881836,-80.15277862548828,1455062400000,24.666666666666668
3064,0,1204,374,263,116,0,FLL,14.11111111111111,9.944444444444445,5182,02/17/16,161,51,26.072500228881836,-80.15277862548828,1455667200000,35.77777777777778
2281,21,1262,761,525,364,23,FLL,20.444444444444443,8.444444444444445,5419,02/20/16,182,54,26.072500228881836,-80.15277862548828,1455926400000,55.166666666666664
3381,0,1324,425,123,83,0,FLL,13.277777777777779,9.333333333333334,5563,02/22/16,227,50,26.072500228881836,-80.15277862548828,1456099200000,35.77777777777778
3203,0,967,307,177,219,22,FLL,15.833333333333334,9.5,5053,02/24/16,158,49,26.072500228881836,-80.15277862548828,1456272000000,40.05555555555556
3266,0,1364,581,253,65,0,FLL,15.222222222222221,8.777777777777779,5735,02/27/16,206,56,26.072500228881836,-80.15277862548828,1456531200000,42
4090,0,1497,569,64,21,0,FLL,11.722222222222221,9.5,6462,02/28/16,221,63,26.072500228881836,-80.15277862548828,1456617600000,30.833333333333332
3686,0,1539,426,171,61,0,FLL,14.333333333333334,9.166666666666666,6103,02/29/16,220,53,26.072500228881836,-80.15277862548828,1456704000000,36.72222222222222
3134,0,948,325,152,126,0,FLL,13.38888888888889,10.055555555555555,4835,03/02/16,150,50,26.072500228881836,-80.15277862548828,1456876800000,33.388888888888886
2044,0,1018,675,742,541,66,FLL,25.11111111111111,10.277777777777779,5288,03/04/16,202,55,26.072500228881836,-80.15277862548828,1457049600000,59.05555555555556
2409,19,1046,924,635,1068,323,FLL,29.833333333333332,11.5,6664,03/17/16,240,55,26.072500228881836,-80.15277862548828,1458172800000,66.44444444444444
3601,0,1176,590,319,191,0,FLL,13.055555555555555,11.61111111111111,6074,04/01/16,197,58,26.072500228881836,-80.15277862548828,1459468800000,33.611111111111114
2300,0,1384,740,354,452,16,FLL,20.88888888888889,9.5,5461,04/06/16,215,52,26.072500228881836,-80.15277862548828,1459900800000,49.77777777777778
3909,0,1419,473,131,30,0,FLL,13.222222222222221,9.11111111111111,6198,04/24/16,236,60,26.072500228881836,-80.15277862548828,1461456000000,35.77777777777778
3205,0,1133,493,79,0,0,FLL,11.833333333333334,9.11111111111111,5112,05/10/16,202,45,26.072500228881836,-80.15277862548828,1462838400000,33.666666666666664
2861,0,1554,885,634,205,0,FLL,15.444444444444445,9.555555555555555,6369,05/23/16,230,57,26.072500228881836,-80.15277862548828,1463961600000,37.388888888888886
3279,0,1140,483,251,388,65,FLL,16.166666666666668,10.11111111111111,5789,06/02/16,183,51,26.072500228881836,-80.15277862548828,1464825600000,47.611111111111114
3904,0,1251,425,273,65,0,FLL,11.61111111111111,11.5,6119,06/10/16,201,59,26.072500228881836,-80.15277862548828,1465516800000,32.72222222222222
3479,0,1416,685,411,556,339,FLL,22.666666666666668,10.833333333333334,7154,06/24/16,265,67,26.072500228881836,-80.15277862548828,1466726400000,55.5
3296,0,1801,870,563,177,31,FLL,17.77777777777778,9.944444444444445,6994,06/29/16,256,56,26.072500228881836,-80.15277862548828,1467158400000,45.333333333333336
3271,0,1940,859,444,331,46,FLL,19.555555555555557,10.277777777777779,7161,07/10/16,270,61,26.072500228881836,-80.15277862548828,1468108800000,47.388888888888886
3369,6,1568,838,484,445,329,FLL,19.833333333333332,11.11111111111111,7353,07/15/16,306,69,26.072500228881836,-80.15277862548828,1468540800000,54.77777777777778
4271,0,2111,498,159,107,0,FLL,13.833333333333334,11.055555555555555,7407,07/17/16,261,69,26.072500228881836,-80.15277862548828,1468713600000,35.333333333333336
3547,0,1562,1042,398,326,35,FLL,18.27777777777778,10.944444444444445,7187,07/22/16,277,62,26.072500228881836,-80.15277862548828,1469145600000,46.77777777777778
4620,0,1696,523,174,86,57,FLL,13.833333333333334,10.61111111111111,7437,07/24/16,281,71,26.072500228881836,-80.15277862548828,1469318400000,37.388888888888886
3338,3,1970,941,509,525,109,FLL,21.88888888888889,11.055555555555555,7641,08/05/16,246,63,26.072500228881836,-80.15277862548828,1470355200000,55.111111111111114
4620,0,1848,605,225,130,0,FLL,15,11.222222222222221,7705,08/07/16,277,69,26.072500228881836,-80.15277862548828,1470528000000,40.27777777777778
2778,0,1776,870,689,636,88,FLL,25.055555555555557,10.5,7089,08/18/16,252,53,26.072500228881836,-80.15277862548828,1471478400000,66.83333333333333
2540,16,1173,696,472,395,100,FLL,19.27777777777778,11.333333333333334,5618,09/14/16,226,43,26.072500228881836,-80.15277862548828,1473811200000,49.388888888888886
3297,0,1469,600,261,79,0,FLL,13.777777777777779,12,5977,09/26/16,271,48,26.072500228881836,-80.15277862548828,1474848000000,37.5
2525,0,1270,621,380,251,55,FLL,19,11,5306,10/20/16,204,49,26.072500228881836,-80.15277862548828,1476921600000,48
2724,0,1096,712,540,503,20,FLL,19.833333333333332,11,5818,10/21/16,223,51,26.072500228881836,-80.15277862548828,1477008000000,50.55555555555556
2809,0,1777,822,483,434,12,FLL,19.833333333333332,10.38888888888889,6600,10/31/16,263,54,26.072500228881836,-80.15277862548828,1477872000000,49.55555555555556
2578,0,770,335,68,0,0,FLL,12.235294117647058,10.470588235294118,3866,11/10/15,115,35,26.072500228881836,-80.15277862548828,1447113600000,29.58823529411765
2892,0,1308,585,297,272,34,FLL,20.764705882352942,11.529411764705882,5600,11/14/15,212,50,26.072500228881836,-80.15277862548828,1447459200000,46.529411764705884
3549,0,1543,445,113,0,0,FLL,13.352941176470589,9.941176470588236,5814,11/15/15,164,53,26.072500228881836,-80.15277862548828,1447545600000,36.05882352941177
3842,0,864,168,49,0,0,FLL,10,11.235294117647058,5068,11/16/15,145,42,26.072500228881836,-80.15277862548828,1447632000000,25.529411764705884
3573,0,563,355,118,0,0,FLL,9.411764705882353,11.941176470588236,4747,11/17/15,138,39,26.072500228881836,-80.15277862548828,1447718400000,24.058823529411764
3123,0,1317,642,187,62,0,FLL,16.647058823529413,11.823529411764707,5519,11/20/15,188,46,26.072500228881836,-80.15277862548828,1447977600000,39.411764705882355
3398,0,1172,431,318,195,0,FLL,15.941176470588236,10.941176470588236,5684,11/21/15,170,49,26.072500228881836,-80.15277862548828,1448064000000,40.470588235294116
3435,0,1552,597,306,14,0,FLL,15.882352941176471,11.058823529411764,6071,11/22/15,167,52,26.072500228881836,-80.15277862548828,1448150400000,40.35294117647059
2995,0,1581,760,148,5,0,FLL,16.88235294117647,11.529411764705882,5654,11/26/15,165,45,26.072500228881836,-80.15277862548828,1448496000000,38.35294117647059
3526,0,1430,362,47,0,0,FLL,12.352941176470589,10.882352941176471,5520,11/27/15,155,47,26.072500228881836,-80.15277862548828,1448582400000,32
3993,0,790,389,197,154,9,FLL,16.176470588235293,10.941176470588236,5671,11/28/15,139,49,26.072500228881836,-80.15277862548828,1448668800000,39.588235294117645
4236,0,1186,451,329,146,0,FLL,14.941176470588236,9.588235294117647,6546,11/29/15,198,67,26.072500228881836,-80.15277862548828,1448755200000,35
3799,0,823,245,49,35,0,FLL,10.352941176470589,10.176470588235293,5089,12/01/15,138,43,26.072500228881836,-80.15277862548828,1448928000000,27
2862,0,772,427,196,112,0,FLL,11.705882352941176,9.529411764705882,4499,12/08/15,130,42,26.072500228881836,-80.15277862548828,1449532800000,32.35294117647059
2759,0,1383,1150,738,589,37,FLL,22.705882352941178,11.882352941176471,6884,12/21/15,228,53,26.072500228881836,-80.15277862548828,1450656000000,53.1764705882353
4549,0,1326,275,143,117,0,FLL,10.058823529411764,11.882352941176471,6584,01/01/16,174,61,26.072500228881836,-80.15277862548828,1451606400000,27.235294117647058
3842,0,1715,818,330,123,0,FLL,15.588235294117647,10.176470588235293,7020,01/04/16,192,58,26.072500228881836,-80.15277862548828,1451865600000,41.411764705882355
3822,0,1623,516,216,27,0,FLL,14.764705882352942,10.529411764705882,6413,01/05/16,209,48,26.072500228881836,-80.15277862548828,1451952000000,35.705882352941174
3742,0,1504,437,261,211,0,FLL,13.823529411764707,11,6366,01/08/16,211,53,26.072500228881836,-80.15277862548828,1452211200000,40.411764705882355
3613,0,1578,729,368,238,7,FLL,15.705882352941176,11.705882352941176,6756,01/09/16,223,55,26.072500228881836,-80.15277862548828,1452297600000,42.88235294117647
3737,0,1084,345,170,60,0,FLL,13.235294117647058,11.176470588235293,5571,01/19/16,175,43,26.072500228881836,-80.15277862548828,1453161600000,33.64705882352941
3217,0,1257,734,277,192,0,FLL,17.352941176470587,12.352941176470589,5847,01/20/16,170,49,26.072500228881836,-80.15277862548828,1453248000000,41.76470588235294
2188,126,1038,638,379,438,436,FLL,31.058823529411764,8.764705882352942,5472,01/23/16,229,51,26.072500228881836,-80.15277862548828,1453507200000,72.23529411764706
3635,0,1169,401,174,78,0,FLL,15.117647058823529,10.588235294117647,5631,01/24/16,174,54,26.072500228881836,-80.15277862548828,1453593600000,37.470588235294116
3429,0,1507,683,247,20,0,FLL,14.882352941176471,11.235294117647058,6087,01/25/16,201,48,26.072500228881836,-80.15277862548828,1453680000000,39.588235294117645
3562,0,1299,202,26,0,0,FLL,10.058823529411764,10.411764705882353,5237,01/26/16,148,47,26.072500228881836,-80.15277862548828,1453766400000,25.41176470588235
3345,0,840,220,181,127,0,FLL,11.588235294117647,11.352941176470589,4878,01/27/16,165,41,26.072500228881836,-80.15277862548828,1453852800000,28.705882352941178
2988,0,1094,602,286,60,0,FLL,14.470588235294118,12.823529411764707,5210,01/29/16,180,47,26.072500228881836,-80.15277862548828,1454025600000,35.529411764705884
3434,0,753,168,52,59,0,FLL,11.352941176470589,12.176470588235293,4653,02/02/16,187,43,26.072500228881836,-80.15277862548828,1454371200000,25.941176470588236
3668,0,646,180,84,64,0,FLL,10.823529411764707,11.705882352941176,4778,02/03/16,136,49,26.072500228881836,-80.15277862548828,1454457600000,27.058823529411764
3535,0,1012,193,0,0,0,FLL,10.882352941176471,11.294117647058824,4880,02/09/16,140,43,26.072500228881836,-80.15277862548828,1454976000000,27.58823529411765
3528,0,860,305,75,54,0,FLL,10.647058823529411,11.235294117647058,4968,02/12/16,146,53,26.072500228881836,-80.15277862548828,1455235200000,26.88235294117647
3532,0,1097,383,58,0,0,FLL,11,10,5259,02/13/16,189,56,26.072500228881836,-80.15277862548828,1455321600000,28.58823529411765
4052,0,1104,287,29,0,0,FLL,8.764705882352942,11.058823529411764,5678,02/14/16,206,55,26.072500228881836,-80.15277862548828,1455408000000,25.41176470588235
3068,0,1082,333,54,16,0,FLL,12.235294117647058,9.588235294117647,4749,02/18/16,196,46,26.072500228881836,-80.15277862548828,1455753600000,30.176470588235293
3315,0,1038,377,218,12,0,FLL,13.117647058823529,10.294117647058824,5137,02/19/16,177,52,26.072500228881836,-80.15277862548828,1455840000000,33.529411764705884
3219,0,1786,592,80,62,0,FLL,12.588235294117647,10.470588235294118,5976,02/21/16,237,65,26.072500228881836,-80.15277862548828,1456012800000,34.8235294117647
2566,0,1109,517,202,158,0,FLL,17.705882352941178,9.941176470588236,4707,03/03/16,155,49,26.072500228881836,-80.15277862548828,1456963200000,42.8235294117647
3423,0,944,315,270,390,68,FLL,17.058823529411764,9.117647058823529,5604,03/05/16,194,58,26.072500228881836,-80.15277862548828,1457136000000,44.35294117647059
3564,0,1350,583,191,75,0,FLL,13,8.294117647058824,5973,03/06/16,210,65,26.072500228881836,-80.15277862548828,1457222400000,32.529411764705884
2913,0,919,394,349,436,64,FLL,19.235294117647058,10.294117647058824,5269,03/10/16,194,53,26.072500228881836,-80.15277862548828,1457568000000,52.11764705882353
2779,0,1312,891,429,294,69,FLL,22.823529411764707,9.941176470588236,5971,03/11/16,197,57,26.072500228881836,-80.15277862548828,1457654400000,54.8235294117647
3482,0,1590,467,343,197,29,FLL,15.823529411764707,9.176470588235293,6293,03/14/16,185,56,26.072500228881836,-80.15277862548828,1457913600000,43.470588235294116
3278,0,1308,451,214,139,35,FLL,14.941176470588236,10,5591,03/15/16,166,47,26.072500228881836,-80.15277862548828,1458000000000,38.705882352941174
3166,0,1146,712,461,650,211,FLL,24.235294117647058,10.823529411764707,6575,03/18/16,229,57,26.072500228881836,-80.15277862548828,1458259200000,60.1764705882353
2889,0,1420,701,709,738,101,FLL,23.941176470588236,11.058823529411764,6783,03/23/16,225,58,26.072500228881836,-80.15277862548828,1458691200000,59.23529411764706
4182,0,1654,406,97,19,0,FLL,12.411764705882353,12.294117647058824,6601,03/25/16,243,56,26.072500228881836,-80.15277862548828,1458864000000,32.411764705882355
3671,0,1761,370,68,29,0,FLL,12.529411764705882,10.294117647058824,6136,03/28/16,237,55,26.072500228881836,-80.15277862548828,1459123200000,30.647058823529413
3003,0,1783,620,319,134,5,FLL,15,10.176470588235293,6099,04/04/16,235,57,26.072500228881836,-80.15277862548828,1459728000000,40.35294117647059
3008,0,1204,398,383,278,44,FLL,17.823529411764707,9.705882352941176,5525,04/05/16,210,48,26.072500228881836,-80.15277862548828,1459814400000,52.8235294117647
3087,0,1064,589,420,364,2,FLL,19.88235294117647,10.117647058823529,5718,04/08/16,192,55,26.072500228881836,-80.15277862548828,1460073600000,52.1764705882353
2971,0,1747,918,114,80,0,FLL,14.352941176470589,9.588235294117647,6051,04/10/16,221,60,26.072500228881836,-80.15277862548828,1460246400000,33.529411764705884
2425,0,1212,636,439,391,43,FLL,19,9.529411764705882,5335,04/13/16,189,48,26.072500228881836,-80.15277862548828,1460505600000,49.1764705882353
2405,0,1544,992,332,368,63,FLL,22.176470588235293,10.352941176470589,5938,04/15/16,234,53,26.072500228881836,-80.15277862548828,1460678400000,51.588235294117645
3394,0,1745,664,228,264,30,FLL,17.823529411764707,9.529411764705882,6585,04/17/16,260,75,26.072500228881836,-80.15277862548828,1460851200000,46.411764705882355
3753,0,1438,291,126,10,0,FLL,10.764705882352942,9.764705882352942,5816,04/25/16,198,56,26.072500228881836,-80.15277862548828,1461542400000,28.470588235294116
2815,0,1228,667,420,519,5,FLL,18.705882352941178,10.352941176470589,5867,04/27/16,213,53,26.072500228881836,-80.15277862548828,1461715200000,48.88235294117647
2546,0,1431,836,656,710,151,FLL,23.647058823529413,11.882352941176471,6795,04/29/16,462,57,26.072500228881836,-80.15277862548828,1461888000000,51
3689,0,1889,470,226,161,4,FLL,16,10.411764705882353,6659,05/01/16,220,70,26.072500228881836,-80.15277862548828,1462060800000,37.88235294117647
2571,0,1363,726,462,521,22,FLL,23,10.823529411764707,5872,05/05/16,207,54,26.072500228881836,-80.15277862548828,1462406400000,58.8235294117647
2931,0,1111,670,479,594,228,FLL,21.941176470588236,12,6262,05/13/16,249,56,26.072500228881836,-80.15277862548828,1463097600000,56.05882352941177
4648,0,1027,421,181,30,0,FLL,12.352941176470589,10.529411764705882,6538,05/15/16,231,63,26.072500228881836,-80.15277862548828,1463270400000,35.470588235294116
2645,0,1238,930,550,526,116,FLL,19.11764705882353,10.529411764705882,6208,05/16/16,203,54,26.072500228881836,-80.15277862548828,1463356800000,48.529411764705884
3364,8,1453,476,137,356,148,FLL,15.294117647058824,10.882352941176471,6154,05/18/16,212,53,26.072500228881836,-80.15277862548828,1463529600000,41.294117647058826
4185,0,1528,387,77,0,0,FLL,11.764705882352942,10.176470588235293,6414,05/29/16,237,63,26.072500228881836,-80.15277862548828,1464480000000,35.64705882352941
3455,0,1549,652,339,417,5,FLL,17.88235294117647,10.235294117647058,6642,06/01/16,225,53,26.072500228881836,-80.15277862548828,1464739200000,54.411764705882355
3153,11,1371,685,526,512,142,FLL,19.58823529411765,11.294117647058824,6648,06/03/16,248,63,26.072500228881836,-80.15277862548828,1464912000000,57.94117647058823
3064,0,1870,848,193,129,12,FLL,16.058823529411764,9.705882352941176,6360,06/13/16,244,64,26.072500228881836,-80.15277862548828,1465776000000,40.588235294117645
2997,0,1268,527,338,302,178,FLL,19.11764705882353,11.176470588235293,5791,06/16/16,181,51,26.072500228881836,-80.15277862548828,1466035200000,53.529411764705884
3698,0,1411,630,267,17,0,FLL,13.882352941176471,10.352941176470589,6234,06/18/16,211,62,26.072500228881836,-80.15277862548828,1466208000000,37.8235294117647
2922,50,1211,754,532,505,349,FLL,22.529411764705884,10.764705882352942,6580,06/20/16,257,61,26.072500228881836,-80.15277862548828,1466380800000,53.588235294117645
3349,0,1563,692,347,320,0,FLL,18.176470588235293,10.529411764705882,6503,06/22/16,232,55,26.072500228881836,-80.15277862548828,1466553600000,47.1764705882353
3312,34,1243,568,434,518,172,FLL,21.764705882352942,10.470588235294118,6504,06/25/16,223,58,26.072500228881836,-80.15277862548828,1466812800000,56.8235294117647
3863,0,2097,671,269,114,0,FLL,14.352941176470589,11.176470588235293,7239,06/26/16,225,70,26.072500228881836,-80.15277862548828,1466899200000,36.411764705882355
3799,0,1830,719,165,103,0,FLL,13.411764705882353,10.705882352941176,6840,06/27/16,224,58,26.072500228881836,-80.15277862548828,1466985600000,34.8235294117647
3167,0,1351,1032,556,393,10,FLL,20.823529411764707,11.058823529411764,6772,06/30/16,263,55,26.072500228881836,-80.15277862548828,1467244800000,53.705882352941174
4464,0,1289,516,331,473,4,FLL,17.529411764705884,12,7345,07/03/16,268,58,26.072500228881836,-80.15277862548828,1467504000000,47.35294117647059
3533,0,2022,911,310,241,25,FLL,17.176470588235293,11.411764705882353,7301,07/04/16,259,66,26.072500228881836,-80.15277862548828,1467590400000,43.94117647058823
3532,0,1473,938,690,333,36,FLL,19.647058823529413,11.058823529411764,7238,07/06/16,236,60,26.072500228881836,-80.15277862548828,1467763200000,50.23529411764706
3607,0,1533,986,714,222,0,FLL,18.294117647058822,12.470588235294118,7316,07/08/16,254,66,26.072500228881836,-80.15277862548828,1467936000000,45.8235294117647
3631,0,1621,797,319,157,0,FLL,14.647058823529411,9.235294117647058,6774,07/09/16,249,67,26.072500228881836,-80.15277862548828,1468022400000,36.88235294117647
3612,0,1918,658,241,193,0,FLL,15.411764705882353,10.764705882352942,6880,07/11/16,258,60,26.072500228881836,-80.15277862548828,1468195200000,46.529411764705884
3326,0,1633,1005,619,279,8,FLL,21.941176470588236,10.705882352941176,7124,07/13/16,254,56,26.072500228881836,-80.15277862548828,1468368000000,55.94117647058823
3374,0,1793,907,495,225,0,FLL,16.176470588235293,9.470588235294118,7045,07/18/16,251,63,26.072500228881836,-80.15277862548828,1468800000000,46.05882352941177
4512,0,1460,481,113,40,14,FLL,12.882352941176471,11.294117647058824,6878,07/25/16,258,58,26.072500228881836,-80.15277862548828,1469404800000,37.23529411764706
3921,0,1542,495,164,95,0,FLL,14.352941176470589,9.705882352941176,6443,07/26/16,226,51,26.072500228881836,-80.15277862548828,1469491200000,41
3517,0,1665,958,494,583,137,FLL,21.294117647058822,10.764705882352942,7672,07/29/16,318,66,26.072500228881836,-80.15277862548828,1469750400000,60.470588235294116
3833,0,1563,820,506,315,32,FLL,17,10.058823529411764,7406,07/31/16,337,63,26.072500228881836,-80.15277862548828,1469923200000,45.294117647058826
3627,0,1591,870,395,312,26,FLL,17.88235294117647,10.941176470588236,7097,08/04/16,276,54,26.072500228881836,-80.15277862548828,1470268800000,47.35294117647059
3271,0,1972,676,472,408,0,FLL,18.235294117647058,10.411764705882353,7078,08/08/16,279,62,26.072500228881836,-80.15277862548828,1470614400000,51.05882352941177
4266,0,1905,792,495,274,0,FLL,18.941176470588236,12.529411764705882,8053,08/12/16,321,62,26.072500228881836,-80.15277862548828,1470960000000,51.411764705882355
4192,0,1849,752,379,153,31,FLL,16.941176470588236,11.470588235294118,7616,08/14/16,260,71,26.072500228881836,-80.15277862548828,1471132800000,43.23529411764706
