Airport,LongDate,Date,Hour,AvgWait,MaxWait,Booths,Count,Lat,Lon
EWR,1451088000000,12/26/15,0700 - 0800,25,50,8,415,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,0800 - 0900,23.5,35.5,6.5,199,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,1100 - 1200,7.5,14,16,231,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,1200 - 1300,17.5,39.5,22,1812,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,1300 - 1400,24,52.5,22.5,1969,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,1400 - 1500,33,61.5,22,1272,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,1500 - 1600,15,28,14.5,677,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,1600 - 1700,16,40,17.5,1051,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,1700 - 1800,7,19,14.5,345,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,1800 - 1900,10.5,27.5,19,1191,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,1900 - 2000,20.5,56.5,18.5,1526,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,2000 - 2100,12,32.5,13,691,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,2100 - 2200,20,39.5,11.5,1140,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,0000 - 0100,19,58,4,171,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,0400 - 0500,20,56,15,704,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,0500 - 0600,55,115,15,572,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,0600 - 0700,28,77,10,247,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,0900 - 1000,6,12,9,69,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,1000 - 1100,14,33,9,184,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,2200 - 2300,23,43,8,292,40.692501068115234,-74.16860961914062
EWR,1451088000000,12/26/15,2300 - 0000,9,14,5,125,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,0700 - 0800,19.5,41.5,7,491,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,1100 - 1200,8,45,21.5,1182,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,1200 - 1300,7,20.5,26,1442,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,1300 - 1400,11,33.5,26.5,3292,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,1400 - 1500,12.5,25,16.5,899,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,1500 - 1600,23.5,46,16,835,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,1600 - 1700,8.5,29,16.5,1403,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,1700 - 1800,8,18.5,20,1039,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,1800 - 1900,7.5,20.5,22.5,1633,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,1900 - 2000,7.5,23,19,1787,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,2000 - 2100,9,26,12,1247,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,2100 - 2200,10.5,28,10,1504,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,0000 - 0100,8,19,7,154,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,0300 - 0400,11,23,5,165,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,0400 - 0500,14,38,16,1162,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,0500 - 0600,14,57,16,848,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,0600 - 0700,19,40,14,230,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,0800 - 0900,11,24,10,164,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,0900 - 1000,28,73,7,299,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,1000 - 1100,40,49,12,73,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,2200 - 2300,8,19,10,325,40.692501068115234,-74.16860961914062
EWR,1451692800000,01/02/16,2300 - 0000,5,13,9,336,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,0500 - 0600,19,45,13,640,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,0700 - 0800,18,38.5,11,460,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,1100 - 1200,13.5,30.5,24,1355,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,1200 - 1300,12.5,29,23,879,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,1300 - 1400,20,54,23,2594,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,1400 - 1500,16.5,36,21.5,1013,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,1600 - 1700,13.5,35,18,1102,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,1700 - 1800,9.5,26.5,18.5,1094,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,1800 - 1900,9,23,20,775,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,1900 - 2000,7.5,21.5,14,901,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,2000 - 2100,13.5,33,18.5,1678,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,0000 - 0100,5,12,5,83,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,0300 - 0400,20,29,5,121,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,0400 - 0500,16,44,22,775,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,0600 - 0700,21,53,20,445,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,0800 - 0900,18,37,13,158,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,0900 - 1000,7,12,6,75,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,1000 - 1100,8,17,7,77,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,1500 - 1600,23,56,25,1075,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,2100 - 2200,12,40,14,598,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,2200 - 2300,20,30,12,127,40.692501068115234,-74.16860961914062
EWR,1450569600000,12/20/15,2300 - 0000,12,21,6,150,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,0800 - 0900,30,63,9.5,500,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,1100 - 1200,16,43.5,22.5,1436,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,1200 - 1300,12.5,28.5,23.5,1274,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,1300 - 1400,13,39,25,2168,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,1400 - 1500,14.5,44.5,24,1781,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,1500 - 1600,11,27,23,1194,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,1600 - 1700,6.5,16,13.5,725,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,1700 - 1800,16,45,20,1498,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,1800 - 1900,14,42.5,19.5,1516,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,1900 - 2000,18,57.5,19,2204,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,2000 - 2100,18,39.5,16,705,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,2100 - 2200,28.5,60,12,735,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,2200 - 2300,14.5,21.5,9,345,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,0000 - 0100,4,13,11,91,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,0100 - 0200,15,28,11,126,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,0400 - 0500,17,35,26,537,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,0500 - 0600,10,22,27,240,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,0700 - 0800,17,37,11,218,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,0900 - 1000,32,43,7,52,40.692501068115234,-74.16860961914062
EWR,1464998400000,06/04/16,1000 - 1100,22,52,20,405,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,1000 - 1100,13,32.5,15.5,447,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,1100 - 1200,25,59.5,22,1821,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,1200 - 1300,21.5,54.5,19,1808,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,1300 - 1400,25.5,66.5,21,1748,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,1400 - 1500,26,70.5,21,1812,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,1500 - 1600,22.5,55.5,19,1442,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,1600 - 1700,13.5,36,16,914,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,1700 - 1800,11.5,28.5,16,982,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,1800 - 1900,12.5,38.5,22,2075,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,1900 - 2000,16.5,59,18,1537,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,2000 - 2100,16,39.5,12.5,1193,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,2100 - 2200,9.5,25.5,11.5,422,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,0000 - 0100,5,15,7,186,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,0400 - 0500,5,15,14,247,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,0500 - 0600,15,59,13,480,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,0600 - 0700,31,64,14,450,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,0700 - 0800,45,86,8,302,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,0800 - 0900,13,28,11,162,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,0900 - 1000,9,16,5,54,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,2200 - 2300,13,26,10,333,40.692501068115234,-74.16860961914062
EWR,1466208000000,06/18/16,2300 - 0000,5,8,9,78,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,0700 - 0800,33,69,9.5,721,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,1100 - 1200,22,47.5,19.5,1589,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,1200 - 1300,18,57,20.5,1436,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,1300 - 1400,21,57.5,22.5,2154,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,1400 - 1500,12,41,19.5,1446,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,1500 - 1600,17.5,59.5,19,1728,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,1600 - 1700,27.5,64,18,1616,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,1700 - 1800,16,48,18.5,1419,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,1800 - 1900,12,29,16.5,728,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,1900 - 2000,18.5,65.5,20,2515,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,2000 - 2100,20,63.5,13.5,1766,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,2100 - 2200,21,50.5,7.5,698,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,0000 - 0100,12,20,8,131,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,0300 - 0400,34,42,19,262,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,0400 - 0500,7,18,20,408,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,0500 - 0600,13,33,20,548,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,0600 - 0700,15,29,9,157,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,0900 - 1000,13,25,5,146,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,1000 - 1100,20,39,22,402,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,2200 - 2300,16,28,4,144,40.692501068115234,-74.16860961914062
EWR,1469232000000,07/23/16,2300 - 0000,22,44,4,457,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,0500 - 0600,18,33,9.5,460,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,0700 - 0800,25,55.5,8.5,491,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,1100 - 1200,17,43,21,1349,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,1200 - 1300,15.5,36,19.5,1045,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,1300 - 1400,27,96,20.5,2590,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,1400 - 1500,25.5,57.5,18,1110,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,1500 - 1600,29,82,19,1987,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,1600 - 1700,31,75.5,18,1031,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,1700 - 1800,32.5,58.5,20,1525,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,1800 - 1900,18,45.5,18.5,1267,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,0000 - 0100,15,33,3,135,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,0100 - 0200,31,63,3,192,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,0200 - 0300,13,15,2,9,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,0300 - 0400,32,54,12,264,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,0400 - 0500,25,58,12,695,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,0600 - 0700,15,34,11,211,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,0800 - 0900,19,33,4,68,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,0900 - 1000,7,12,4,54,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,1000 - 1100,26,62,12,350,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,1900 - 2000,26,65,30,1272,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,2000 - 2100,23,74,26,1565,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,2100 - 2200,39,92,19,735,40.692501068115234,-74.16860961914062
EWR,1470355200000,08/05/16,2200 - 2300,24,66,9,336,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,0500 - 0600,7,18,11.5,778,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,1100 - 1200,21.5,52,17.5,1944,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,1200 - 1300,21,45.5,23,1119,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,1300 - 1400,15,45,23,2301,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,1400 - 1500,20.5,40,22.5,1374,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,1500 - 1600,18,45.5,22,1508,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,1600 - 1700,12,41,17.5,1363,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,1700 - 1800,12.5,34,18.5,1607,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,1800 - 1900,11,32.5,18,1341,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,1900 - 2000,15.5,48.5,21,1555,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,2000 - 2100,25,67,12.5,1429,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,2100 - 2200,24,70,12.5,1312,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,0000 - 0100,16,30,3,170,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,0400 - 0500,9,20,19,417,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,0600 - 0700,13,28,12,155,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,0700 - 0800,36,72,8,336,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,0800 - 0900,13,34,6,164,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,0900 - 1000,6,15,6,61,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,1000 - 1100,8,16,5,69,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,2200 - 2300,13,35,9,326,40.692501068115234,-74.16860961914062
EWR,1470441600000,08/06/16,2300 - 0000,20,38,8,543,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,0700 - 0800,19,41.5,8,434,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,1000 - 1100,20.5,28,4,109,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,1100 - 1200,11,28,16,1010,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,1200 - 1300,14.5,45,19.5,1173,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,1300 - 1400,22,53,22.5,1962,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,1400 - 1500,13.5,38,18,1197,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,1500 - 1600,11.5,35.5,15.5,1040,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,1600 - 1700,10.5,29,17.5,1017,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,1700 - 1800,11.5,32.5,15,694,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,1800 - 1900,13,33.5,18,1623,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,1900 - 2000,14.5,46,18,1242,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,2000 - 2100,12.5,44.5,11.5,1225,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,0100 - 0200,3,11,2,11,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,0400 - 0500,16,52,19,671,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,0500 - 0600,16,41,13,281,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,0600 - 0700,17,54,14,467,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,0900 - 1000,18,50,6,182,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,2100 - 2200,9,22,9,398,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,2200 - 2300,17,35,7,167,40.692501068115234,-74.16860961914062
EWR,1449878400000,12/12/15,2300 - 0000,9,19,6,174,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,0700 - 0800,13,33,8.5,221,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,0900 - 1000,15,26.5,8.5,207,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,1100 - 1200,9.5,24,22.5,1301,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,1200 - 1300,9.5,26,29,1557,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,1300 - 1400,13.5,40,24.5,2260,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,1400 - 1500,9,23.5,18.5,973,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,1500 - 1600,15.5,42,16.5,1137,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,1700 - 1800,9.5,26.5,19,911,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,1800 - 1900,12.5,30,21,1746,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,1900 - 2000,12.5,36.5,20,1317,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,2000 - 2100,23,64,18,1822,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,2100 - 2200,15.5,35.5,11,439,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,0400 - 0500,12,37,20,743,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,0500 - 0600,17,35,16,478,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,0600 - 0700,24,60,14,473,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,0800 - 0900,20,39,11,246,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,1000 - 1100,18,42,12,321,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,1600 - 1700,30,58,20,445,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,2200 - 2300,7,16,10,258,40.692501068115234,-74.16860961914062
EWR,1450483200000,12/19/15,2300 - 0000,8,20,9,205,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,0500 - 0600,9.5,25,15.5,694,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,0800 - 0900,9.5,18,13,242,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,0900 - 1000,8.5,17.5,13,207,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,1100 - 1200,9,23,26.5,1123,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,1200 - 1300,18.5,43,28.5,1681,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,1300 - 1400,22.5,67,27.5,2740,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,1400 - 1500,18.5,34,15.5,379,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,1500 - 1600,13,32.5,16.5,921,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,1700 - 1800,12,35,23,1024,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,1800 - 1900,11.5,30.5,24,1443,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,0000 - 0100,0,1,2,7,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,0100 - 0200,9,21,7,157,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,0300 - 0400,31,40,15,225,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,0400 - 0500,10,27,16,463,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,0600 - 0700,13,27,18,235,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,0700 - 0800,22,47,11,297,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,1000 - 1100,14,30,12,227,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,1600 - 1700,8,26,22,589,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,1900 - 2000,10,31,36,974,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,2000 - 2100,11,38,28,1304,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,2100 - 2200,15,33,26,540,40.692501068115234,-74.16860961914062
EWR,1451260800000,12/28/15,2200 - 2300,6,13,8,58,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,0700 - 0800,15,32,10.5,466,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,0900 - 1000,18,37.5,11.5,431,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,1000 - 1100,15,23.5,7,199,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,1100 - 1200,9,24,13.5,555,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,1200 - 1300,7,20,26.5,1093,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,1300 - 1400,9,28,24,1380,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,1400 - 1500,11.5,22.5,21,749,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,1500 - 1600,8.5,19.5,13.5,547,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,1600 - 1700,8,22,21,832,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,1700 - 1800,10,27.5,21,885,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,1800 - 1900,8.5,23,20,1697,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,0000 - 0100,13,33,9,392,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,0100 - 0200,2,5,5,37,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,0400 - 0500,14,42,10,881,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,0500 - 0600,20,53,13,661,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,0600 - 0700,13,27,11,283,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,1900 - 2000,10,26,38,1161,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,2000 - 2100,6,18,19,477,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,2100 - 2200,17,48,19,633,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,2200 - 2300,16,31,10,168,40.692501068115234,-74.16860961914062
EWR,1451520000000,12/31/15,2300 - 0000,12,23,4,166,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,0600 - 0700,15,32.5,12.5,578,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,0700 - 0800,15.5,35,10.5,605,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,1100 - 1200,7.5,23,26,1384,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,1200 - 1300,8.5,22.5,25,1359,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,1300 - 1400,11.5,41,27.5,2452,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,1400 - 1500,15.5,38,20,1247,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,1500 - 1600,12.5,29,15,1148,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,1600 - 1700,9.5,29,18,1560,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,1700 - 1800,12,32.5,20,755,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,1800 - 1900,8.5,27.5,18,1767,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,1900 - 2000,12.5,32,19.5,1820,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,0300 - 0400,26,43,16,428,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,0400 - 0500,12,36,19,1103,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,0500 - 0600,9,28,18,706,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,0800 - 0900,17,33,10,168,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,0900 - 1000,8,14,7,71,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,1000 - 1100,8,15,9,72,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,2000 - 2100,9,28,37,1373,40.692501068115234,-74.16860961914062
EWR,1451779200000,01/03/16,2100 - 2200,7,20,37,848,40.692501068115234,-74.16860961914062
