Airport,LongDate,Date,Hour,AvgWait,MaxWait,Booths,Count,Lat,Lon
DFW,1458864000000,03/25/16,0600 - 0700,10,27,10,306,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,0700 - 0800,12,45,10,559,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,0800 - 0900,10,30,9,247,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,0900 - 1000,14,49,12,514,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,1000 - 1100,10,38,9,275,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,1100 - 1200,8,31,9,272,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,1200 - 1300,12,35,13,283,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,1300 - 1400,10,24,20,783,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,1400 - 1500,7,25,22,1259,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,1500 - 1600,12,42,22,1536,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,1600 - 1700,13,54,18,1232,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,1700 - 1800,11,42,18,925,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,1800 - 1900,14,49,16,854,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,1900 - 2000,11,32,10,494,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,2000 - 2100,22,34,3,191,32.896942138671875,-97.03805541992188
DFW,1458864000000,03/25/16,2100 - 2200,11,21,4,49,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,0200 - 0300,2,6,2,35,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,0400 - 0500,12,33,10,369,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,0600 - 0700,12,35,10,367,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,0700 - 0800,10,31,12,555,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,0800 - 0900,7,26,13,372,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,0900 - 1000,8,30,15,488,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,1000 - 1100,18,51,14,522,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,1100 - 1200,15,38,14,328,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,1200 - 1300,15,32,21,546,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,1300 - 1400,9,23,21,585,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,1400 - 1500,12,43,23,1086,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,1500 - 1600,12,33,21,1183,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,1600 - 1700,11,44,18,1010,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,1700 - 1800,20,83,22,2352,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,1800 - 1900,15,55,14,715,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,1900 - 2000,12,36,12,920,32.896942138671875,-97.03805541992188
DFW,1458950400000,03/26/16,2000 - 2100,6,22,6,786,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,0500 - 0600,13,49,11,754,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,0600 - 0700,7,18,6,112,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,0700 - 0800,14,39,11,280,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,0800 - 0900,11,40,13,762,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,0900 - 1000,24,66,17,786,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,1000 - 1100,10,34,16,335,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,1100 - 1200,13,65,11,418,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,1200 - 1300,12,41,10,328,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,1300 - 1400,20,61,18,673,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,1400 - 1500,15,51,15,672,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,1500 - 1600,20,88,26,1473,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,1600 - 1700,36,89,28,2083,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,1700 - 1800,12,44,18,522,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,1800 - 1900,9,26,17,589,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,1900 - 2000,18,66,13,602,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,2000 - 2100,10,28,9,158,32.896942138671875,-97.03805541992188
DFW,1459123200000,03/28/16,2100 - 2200,8,28,6,205,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,0500 - 0600,10,36,12,491,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,0600 - 0700,7,25,10,344,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,0700 - 0800,8,20,11,208,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,0800 - 0900,9,33,15,501,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,0900 - 1000,23,85,15,1146,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,1000 - 1100,22,55,14,482,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,1100 - 1200,12,38,9,317,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,1200 - 1300,16,38,13,243,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,1300 - 1400,13,41,18,1390,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,1400 - 1500,14,53,19,899,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,1500 - 1600,18,69,24,1346,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,1600 - 1700,38,86,24,1724,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,1700 - 1800,29,53,21,924,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,1800 - 1900,14,38,23,1384,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,1900 - 2000,18,42,25,751,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,2000 - 2100,7,17,10,306,32.896942138671875,-97.03805541992188
DFW,1459555200000,04/02/16,2100 - 2200,4,9,4,113,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,0500 - 0600,18,50,11,701,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,0600 - 0700,10,23,11,196,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,0700 - 0800,11,35,12,262,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,0800 - 0900,21,68,12,606,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,0900 - 1000,22,66,13,493,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,1000 - 1100,19,38,10,100,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,1100 - 1200,5,15,8,47,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,1200 - 1300,12,28,13,425,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,1300 - 1400,7,26,14,595,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,1400 - 1500,16,57,15,697,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,1500 - 1600,16,49,22,1152,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,1600 - 1700,19,73,22,1287,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,1700 - 1800,11,35,16,536,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,1800 - 1900,16,47,10,450,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,1900 - 2000,7,15,4,142,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,2000 - 2100,20,29,4,142,32.896942138671875,-97.03805541992188
DFW,1459814400000,04/05/16,2100 - 2200,12,24,5,45,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,0500 - 0600,14,35,11,218,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,0600 - 0700,15,61,11,589,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,0700 - 0800,13,51,10,349,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,0800 - 0900,14,47,14,609,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,0900 - 1000,13,46,12,550,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,1000 - 1100,19,49,13,170,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,1100 - 1200,11,27,10,196,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,1200 - 1300,11,19,13,68,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,1300 - 1400,12,37,18,1084,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,1400 - 1500,10,30,15,617,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,1500 - 1600,7,30,17,1012,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,1600 - 1700,17,61,20,1152,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,1700 - 1800,16,137,14,1097,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,1800 - 1900,14,43,11,626,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,1900 - 2000,3,12,9,106,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,2000 - 2100,5,22,4,287,32.896942138671875,-97.03805541992188
DFW,1459987200000,04/07/16,2200 - 2300,10,22,5,56,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,0500 - 0600,15,44,14,642,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,0600 - 0700,8,22,12,365,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,0700 - 0800,11,28,10,348,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,0800 - 0900,9,23,11,508,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,0900 - 1000,12,57,13,642,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,1000 - 1100,9,18,7,33,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,1100 - 1200,11,31,9,215,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,1200 - 1300,16,37,13,222,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,1300 - 1400,19,65,15,1182,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,1400 - 1500,11,58,17,797,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,1500 - 1600,11,54,20,1206,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,1600 - 1700,18,81,22,1691,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,1700 - 1800,10,50,9,405,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,1800 - 1900,11,32,11,548,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,1900 - 2000,9,41,9,348,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,2000 - 2100,15,39,4,302,32.896942138671875,-97.03805541992188
DFW,1460073600000,04/08/16,2200 - 2300,16,28,5,70,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,0500 - 0600,10,24,11,295,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,0600 - 0700,7,21,11,307,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,0700 - 0800,17,49,11,603,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,0800 - 0900,23,66,14,851,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,0900 - 1000,11,24,11,180,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,1000 - 1100,16,43,12,486,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,1100 - 1200,9,21,11,140,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,1200 - 1300,14,38,16,216,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,1300 - 1400,14,39,18,738,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,1400 - 1500,13,44,19,1015,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,1500 - 1600,17,85,25,1912,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,1600 - 1700,35,90,22,933,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,1700 - 1800,9,39,12,506,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,1800 - 1900,13,49,16,939,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,1900 - 2000,9,29,11,312,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,2000 - 2100,9,25,4,319,32.896942138671875,-97.03805541992188
DFW,1460332800000,04/11/16,2100 - 2200,9,23,4,54,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,0500 - 0600,10,32,11,591,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,0600 - 0700,10,17,11,102,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,0700 - 0800,9,29,9,240,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,0800 - 0900,17,66,11,617,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,0900 - 1000,26,71,11,589,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,1000 - 1100,35,51,7,25,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,1100 - 1200,16,41,10,143,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,1200 - 1300,15,29,13,91,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,1300 - 1400,12,43,18,757,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,1400 - 1500,8,28,18,789,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,1500 - 1600,16,68,20,1425,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,1600 - 1700,21,72,21,912,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,1700 - 1800,9,53,17,688,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,1800 - 1900,14,50,10,383,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,1900 - 2000,4,13,5,117,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,2000 - 2100,6,38,2,115,32.896942138671875,-97.03805541992188
DFW,1460505600000,04/13/16,2100 - 2200,7,25,5,170,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,0500 - 0600,22,60,12,579,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,0600 - 0700,19,48,11,309,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,0700 - 0800,12,48,11,396,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,0800 - 0900,10,24,12,327,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,0900 - 1000,12,45,11,547,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,1000 - 1100,24,63,9,301,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,1100 - 1200,14,40,10,114,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,1200 - 1300,8,24,14,354,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,1300 - 1400,11,25,18,733,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,1400 - 1500,8,31,18,840,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,1500 - 1600,11,51,23,1629,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,1600 - 1700,13,52,17,735,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,1700 - 1800,12,53,14,842,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,1800 - 1900,5,21,10,404,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,1900 - 2000,2,8,5,103,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,2000 - 2100,7,27,6,201,32.896942138671875,-97.03805541992188
DFW,1460592000000,04/14/16,2100 - 2200,8,26,7,44,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,0500 - 0600,21,59,10,614,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,0600 - 0700,10,27,10,246,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,0700 - 0800,12,42,12,521,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,0800 - 0900,11,37,11,398,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,0900 - 1000,16,67,11,697,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,1000 - 1100,17,57,8,142,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,1100 - 1200,12,28,7,139,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,1200 - 1300,14,38,13,254,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,1300 - 1400,12,43,18,1331,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,1400 - 1500,13,31,18,713,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,1500 - 1600,13,50,22,1946,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,1600 - 1700,19,71,22,1298,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,1700 - 1800,8,21,14,283,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,1800 - 1900,10,48,9,966,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,1900 - 2000,13,32,14,281,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,2000 - 2100,5,19,3,148,32.896942138671875,-97.03805541992188
DFW,1460678400000,04/15/16,2100 - 2200,13,32,3,70,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,0500 - 0600,16,54,10,462,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,0600 - 0700,8,21,9,102,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,0700 - 0800,10,35,12,420,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,0800 - 0900,15,42,12,629,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,0900 - 1000,18,67,13,566,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,1000 - 1100,19,54,9,297,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,1100 - 1200,16,54,9,133,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,1200 - 1300,20,48,12,182,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,1300 - 1400,9,41,11,424,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,1400 - 1500,21,61,19,1020,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,1500 - 1600,20,56,23,1635,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,1600 - 1700,18,52,25,1247,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,1700 - 1800,22,64,22,1385,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,1800 - 1900,14,51,15,934,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,1900 - 2000,12,49,3,219,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,2000 - 2100,13,40,4,319,32.896942138671875,-97.03805541992188
DFW,1460937600000,04/18/16,2100 - 2200,7,20,5,72,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,0500 - 0600,17,70,10,216,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,0600 - 0700,27,68,10,337,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,0700 - 0800,15,53,10,450,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,0800 - 0900,21,59,11,387,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,0900 - 1000,24,85,10,764,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,1000 - 1100,29,74,10,142,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,1100 - 1200,12,38,8,136,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,1200 - 1300,9,36,9,285,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,1300 - 1400,12,40,11,527,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,1400 - 1500,13,56,12,798,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,1500 - 1600,18,67,19,1268,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,1600 - 1700,23,93,19,1355,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,1700 - 1800,13,52,17,361,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,1800 - 1900,17,75,14,664,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,1900 - 2000,6,30,7,209,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,2000 - 2100,5,14,4,174,32.896942138671875,-97.03805541992188
DFW,1461110400000,04/20/16,2100 - 2200,12,23,5,56,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,0500 - 0600,16,41,12,492,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,0600 - 0700,8,22,11,225,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,0700 - 0800,16,47,11,444,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,0800 - 0900,14,47,10,560,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,0900 - 1000,18,60,11,493,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,1000 - 1100,18,52,10,216,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,1100 - 1200,7,27,9,124,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,1200 - 1300,9,16,7,39,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,1300 - 1400,10,39,12,783,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,1400 - 1500,10,36,14,999,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,1500 - 1600,18,77,19,1598,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,1600 - 1700,24,84,17,797,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,1700 - 1800,9,47,10,341,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,1800 - 1900,8,42,9,683,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,1900 - 2000,6,25,5,244,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,2000 - 2100,21,28,4,71,32.896942138671875,-97.03805541992188
DFW,1461196800000,04/21/16,2100 - 2200,11,29,4,142,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,0500 - 0600,14,46,10,738,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,0600 - 0700,14,23,8,76,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,0700 - 0800,10,34,10,477,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,0800 - 0900,9,32,11,484,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,0900 - 1000,15,55,11,620,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,1000 - 1100,6,18,8,76,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,1100 - 1200,9,23,10,139,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,1200 - 1300,11,23,5,100,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,1300 - 1400,11,49,13,1116,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,1400 - 1500,13,49,17,1137,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,1500 - 1600,9,70,24,1385,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,1600 - 1700,18,64,24,1240,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,1700 - 1800,8,32,10,571,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,1800 - 1900,8,39,11,808,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,1900 - 2000,3,9,2,90,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,2000 - 2100,3,10,5,131,32.896942138671875,-97.03805541992188
DFW,1461283200000,04/22/16,2100 - 2200,14,27,7,75,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,0500 - 0600,11,36,11,746,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,0600 - 0700,5,22,9,244,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,0700 - 0800,10,31,10,345,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,0800 - 0900,13,57,11,438,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,0900 - 1000,21,66,11,897,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,1000 - 1100,12,26,7,197,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,1100 - 1200,11,39,9,371,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,1200 - 1300,23,56,15,459,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,1300 - 1400,12,35,18,982,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,1400 - 1500,11,37,18,1146,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,1500 - 1600,15,74,20,1570,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,1600 - 1700,24,84,19,1572,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,1700 - 1800,15,46,15,388,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,1800 - 1900,13,44,19,1133,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,1900 - 2000,20,28,5,180,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,2000 - 2100,5,12,4,156,32.896942138671875,-97.03805541992188
DFW,1461456000000,04/24/16,2100 - 2200,7,18,5,75,32.896942138671875,-97.03805541992188
DFW,1461542400000,04/25/16,0500 - 0600,15,44,10,500,32.896942138671875,-97.03805541992188
DFW,1461542400000,04/25/16,0600 - 0700,9,20,11,158,32.896942138671875,-97.03805541992188
DFW,1461542400000,04/25/16,0700 - 0800,9,37,12,499,32.896942138671875,-97.03805541992188
DFW,1461542400000,04/25/16,0800 - 0900,15,39,14,696,32.896942138671875,-97.03805541992188
DFW,1461542400000,04/25/16,0900 - 1000,13,40,13,520,32.896942138671875,-97.03805541992188
DFW,1461542400000,04/25/16,1000 - 1100,8,26,7,166,32.896942138671875,-97.03805541992188
DFW,1461542400000,04/25/16,1100 - 1200,10,25,11,188,32.896942138671875,-97.03805541992188
DFW,1461542400000,04/25/16,1200 - 1300,10,30,15,250,32.896942138671875,-97.03805541992188
DFW,1461542400000,04/25/16,1300 - 1400,15,53,18,959,32.896942138671875,-97.03805541992188
DFW,1461542400000,04/25/16,1400 - 1500,10,35,17,1036,32.896942138671875,-97.03805541992188
DFW,1461542400000,04/25/16,1500 - 1600,19,67,22,1840,32.896942138671875,-97.03805541992188
DFW,1461542400000,04/25/16,1600 - 1700,22,69,22,1478,32.896942138671875,-97.03805541992188
